id	term	count
32068	is used to solve	4
32069	is designed based on	4
32070	is used to evaluate	4
32071	more and more attention	4
32072	attention in recent year	4
32073	term of energy efficiency	4
32074	in term of security	4
32075	is proposed and a	4
32076	security and privacy in	4
32077	is to propose a	4
32078	based on a real	4
32079	detection method based on	4
32080	algorithm is applied to	4
32081	amount of data is	4
32082	efficiency and security of	4
32083	in a fog computing	4
32084	DR and frequency regulation	4
32085	challenge in term of	4
32086	development and deployment of	4
32087	trajectory planning and tracking	4
32088	method is verified by	4
32089	is used a a	4
32090	is constructed based on	4
32091	propose a framework to	4
32092	based on lyapunov optimization	4
32093	a a promising technique	4
32094	in order to overcome	4
32095	a critical role in	4
32096	is a promising solution	4
32097	is a challenge to	4
32098	a real-world dataset demonstrate	4
32099	edge and end device	4
32100	amount of data in	4
32101	adaptive parameter estimation method	4
32102	ES based flexible load	4
32103	in term of privacy	4
32104	communication and computation cost	4
32105	snapshot of apps installed	4
32106	security and privacy concern	4
32107	article proposes a method	4
32108	extensive experiment on a	4
32109	expected advantage learning method	4
32110	classification and object detection	4
32111	is proposed to achieve	4
32112	is proposed to detect	4
32113	data security and privacy	4
32114	method a well a	4
32115	accurate detection and localization	4
32116	of web social medium	4
32117	in web social medium	4
32118	web social medium text	4
32119	method is introduced to	4
32120	is proposed to identify	4
32121	in order to maximize	3
32122	in order to find	3
32123	proposed method is demonstrated	3
32124	by a series of	3
32125	is proposed to enhance	3
32126	algorithm is capable of	3
32127	a convex optimization problem	3
32128	is developed to determine	3
32129	evaluated in term of	3
32130	in term of network	3
32131	optimization framework is proposed	3
32132	penetration of wind power	3
32133	a a constrained optimization	3
32134	problem is formulated and	3
32135	of wind power is	3
32136	application in order to	3
32137	ha a better performance	3
32138	ha great potential in	3
32139	and implementation of a	3
32140	is formulated and solved	3
32141	of a number of	3
32142	in order to make	3
32143	a set of experiment	3
32144	is used to generate	3
32145	effectiveness and performance of	3
32146	FDF and controller coordinated	3
32147	and controller coordinated design	3
32148	network-based FDF and controller	3
32149	is of paramount importance	3
32150	a key element of	3
32151	a significant challenge to	3
32152	a limited number of	3
32153	method is presented to	3
32154	in a centralized way	3
32155	solution in term of	3
32156	and is able to	3
32157	a wide variety of	3
32158	carrier sense multiple access	3
32159	collision avoidance CSMA CA	3
32160	a better understanding of	3
32161	regarded a a promising	3
32162	series of experiment on	3
32163	network in order to	3
32164	security analysis and performance	3
32165	bearing installed in load	3
32166	installed in load machine	3
32167	is considered a a	3
32168	ha better performance in	3
32169	in term of average	3
32170	fault diagnosis method based	3
32171	data a well a	3
32172	a a case study	3
32173	method is based on	3
32174	method is employed to	3
32175	energy supply and demand	3
32176	is proposed to learn	3
32177	preference by similarity to	3
32178	crossover and mutation operator	3
32179	vast amount of data	3
32180	algorithm in order to	3
32181	more and more important	3
32182	framework is based on	3
32183	a promising approach to	3
32184	in order to satisfy	3
32185	of a power system	3
32186	recently more and more	3
32187	a a solution to	3
32188	and more attention in	3
32189	is demonstrated by a	3
32190	of energy efficiency and	3
32191	is more secure and	3
32192	hot metal silicon content	3
32193	is used to add	3
32194	a key challenge in	3
32195	is secure and efficient	3
32196	a high detection accuracy	3
32197	a case study is	3
32198	authentication and key agreement	3
32199	on a real dataset	3
32200	wide and deep CNN	3
32201	and deep CNN model	3
32202	extensive experiment based on	3
32203	a crucial role in	3
32204	approach is able to	3
32205	is proposed to minimize	3
32206	of different type of	3
32207	cost in term of	3
32208	mixed-integer nonlinear programming problem	3
32209	a software-defined network SDN	3
32210	system is used to	3
32211	device in term of	3
32212	network is used to	3
32213	is used to extract	3
32214	proposed method in term	3
32215	proposed method is evaluated	3
32216	problem and solved by	3
32217	in order to validate	3
32218	a joint optimization problem	3
32219	connected and automated vehicle	3
32220	technology is used to	3
32221	theoretical analysis and experiment	3
32222	algorithm is presented to	3
32223	model is based on	3
32224	based on markov chain	3
32225	response time compared to	3
32226	system is proposed to	3
32227	simultaneous trajectory planning and	3
32228	based on a real-world	3
32229	independent component analysis and	3
32230	of modern power system	3
32231	is designed to optimize	3
32232	in a distributed way	3
32233	computing fog computing and	3
32234	ad hoc network VANETs	3
32235	energy consumption and execution	3
32236	consumption and execution delay	3
32237	a challenging problem in	3
32238	amount of data and	3
32239	long short-term memory network	3
32240	quadrotor unmanned aerial vehicle	3
32241	observer is designed to	3
32242	a set of experimental	3
32243	proposed scheme is validated	3
32244	system consists of a	3
32245	monitoring and fault detection	3
32246	of AD MCI and	3
32247	AD MCI and CNT	3
32248	cost of utility company	3
32249	human s voluntary torque	3
32250	s voluntary torque and	3
32251	robot s assistive torque	3
32252	proposed to obtain a	3
32253	algorithm is utilized to	3
32254	of smart city and	3
32255	in order to prevent	3
32256	ultra-reliable low-latency communication URLLC	3
32257	cloud radio access network	3
32258	security and privacy protection	3
32259	a secure and efficient	3
32260	and cloud computing to	3
32261	long short-term memory is	3
32262	is used to optimize	3
32263	in order to guarantee	3
32264	in term of performance	3
32265	delay and energy consumption	3
32266	based on a novel	3
32267	article aim to develop	3
32268	take full advantage of	3
32269	cloud edge and end	3
32270	is proposed to reduce	3
32271	policy update and file	3
32272	update and file update	3
32273	vulnerable OS code clone	3
32274	ha become a promising	3
32275	security analysis and experimental	3
32276	block coordinate descent method	3
32277	method outperforms state-of-the-art method	3
32278	trust evaluation scheme is	3
32279	evaluation scheme is proposed	3
32280	and connected car application	3
32281	shared edge caching system	3
32282	is represented by a	3
32283	of data in IIoT	3
32284	number of connected device	3
32285	scheme is designed to	3
32286	is designed to estimate	3
32287	amount of unlabeled data	3
32288	a snapshot of apps	3
32289	to a certain extent	3
32290	to get rid of	3
32291	wireless data center network	3
32292	detect and respond to	3
32293	respond to FDI attack	3
32294	ha attracted increasing attention	3
32295	conduct extensive experiment on	3
32296	ha received much attention	3
32297	experiment based on a	3
32298	latency and energy consumption	3
32299	of data generated by	3
32300	blockchain and smart contract	3
32301	security and privacy to	3
32302	intelligent fault diagnosis method	3
32303	in real time and	3
32304	is applied to find	3
32305	smart city industrial environment	3
32306	a novel framework to	3
32307	a well a computational	3
32308	approach in term of	3
32309	proposed scheme is more	3
32310	protocol is designed to	3
32311	in order to minimize	3
32312	algorithm is employed to	3
32313	network security and management	3
32314	in various industrial application	3
32315	a more and more	3
32316	CNN and long short-term	3
32317	based on transfer learning	3
32318	amount of industrial data	3
32319	of forest fire monitoring	3
32320	article is to propose	3
32321	multiple-group missing tag detection	3
32322	missing tag detection protocol	3
32323	analysis and extensive simulation	3
32324	applied to a real	3
32325	a soon a possible	3
32326	extensive experiment on real	3
32327	optimization problem to minimize	3
32328	detection and localization of	3
32329	data in cloud computing	3
32330	HOHDST network traffic data	3
32331	sentiment classification of web	3
32332	classification of web social	3
32333	problem of text context	3
32334	text context semantics missing	3
32335	emoticon symbol and punctuation	3
32336	symbol and punctuation symbol	3
32337	in term of time	3
32338	on-chain and off-chain data	3
32339	of security and privacy	3
32340	source and target domain	3
32341	blockchain-based IoT healthcare industry	3
32342	IoT healthcare industry system	3
32343	to propose a novel	3
32344	price hike and corruption	3
32345	and load demand uncertainty	2
32346	presented and discussed in	2
32347	discussed in order to	2
32348	multiobjective optimization algorithm based	2
32349	method is tested on	2
32350	proposed approach is validated	2
32351	battery and UC pack	2
32352	a decision tree DT	2
32353	in addition a novel	2
32354	achieves better performance in	2
32355	in real-time industrial communication	2
32356	model a well a	2
32357	is well known and	2
32358	advancing front mesh generation	2
32359	SOA based execution environment	2
32360	execution environment architecture is	2
32361	a service-based execution environment	2
32362	in order to support	2
32363	in wireless communication system	2
32364	convex optimization problem and	2
32365	different type of equipment	2
32366	approach to reduce energy	2
32367	and propose a distributed	2
32368	is fully distributed in	2
32369	is given to demonstrate	2
32370	a group of EVs	2
32371	first propose a distributed	2
32372	propose a distributed algorithm	2
32373	analysis is conducted to	2
32374	is conducted to provide	2
32375	data delivery potential of	2
32376	is able to improve	2
